NEWID,DIRACC,DIRACC_,AGE_REF,AGE_REF_,AGE2,AGE2_,AS_COMP1,AS_C_MP1,AS_COMP2,AS_C_MP2,AS_COMP3,AS_C_MP3,AS_COMP4,AS_C_MP4,AS_COMP5,AS_C_MP5,BATHRMQ,BATHRMQ_,BEDROOMQ,BEDR_OMQ,BLS_URBN,BUILDING,BUIL_ING,CUTENURE,CUTE_URE,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGOVRETX,FGOV_ETX,FINCBTAX,FINCBT_X,FINDRETX,FIND_ETX,FINLWT21,FJSSDEDX,FJSS_EDX,FPRIPENX,FPRI_ENX,FRRDEDX,FRRDEDX_,FRRETIRX,FRRE_IRX,FSALARYX,FSAL_RYX,FSSIX,FSSIX_,HLFBATHQ,HLFB_THQ,INC_HRS1,INC__RS1,INC_HRS2,INC__RS2,INC_RANK,INC__ANK,INCNONW1,INCN_NW1,INCNONW2,INCN_NW2,INCOMEY1,INCO_EY1,INCOMEY2,INCO_EY2,INCWEEK1,INCW_EK1,INCWEEK2,INCW_EK2,MISCTAXX,MISC_AXX,LUMPSUMX,LUMP_UMX,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,NONINCMX,NONI_CMX,NUM_AUTO,NUM__UTO,OCCUCOD1,OCCU_OD1,OCCUCOD2,OCCU_OD2,OTHRINCX,OTHR_NCX,PERSLT18,PERS_T18,PERSOT64,PERS_T64,POPSIZE,PRINEARN,PRIN_ARN,QINTRVMO,QINTRVYR,RACE2,RACE2_,REF_RACE,REF__ACE,REGION,RENTEQVX,RENT_QVX,ROOMSQ,ROOMSQ_,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,ST_HOUS,ST_HOUS_,VEHQ,VEHQ_,WELFAREX,WELF_REX,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28
05027404,1,D,66,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,2,D,1,01,D,2,D,8,D,15,D,NA,A,1,D,8,D,0,D,30540,D,0,D,31528.163,0,D,0,D,0,D,30540,D,0,D,0,D,0,D,NA,A,NA,A,0.3013521,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,3,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,2,01,D,02,2023,NA,A,1,D,3,2000,D,5,D,2,D,NA,A,1,2,D,1,D,NA,A,NA,NA,NA,NA,NA,NA,62598.671,71075.859,68847.266,NA,55225.825,NA,NA,NA,56953.93,63067.584,63436.194,63170.214,65199.6,NA,53397.532,66482.126,71341.931,NA,NA,57142.901,NA,58269.812
05027474,1,D,41,D,NA,A,1,D,0,D,0,D,0,D,0,D,1,D,3,D,2,09,D,1,D,1,D,13,D,NA,A,1,D,8,D,0,D,40000,D,0,D,7523.776,1836,D,427,D,0,D,0,D,24000,D,0,D,0,D,40,D,NA,A,0.3794605,D,NA,A,NA,A,1,D,NA,A,18,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,2,D,11,D,NA,A,NA,A,0,D,0,D,5,01,D,02,2023,NA,A,1,D,1,1500,D,6,D,1,D,NA,A,2,2,D,8,D,NA,A,13585.715,NA,NA,14001.065,NA,NA,14693.851,NA,15844.767,NA,NA,12741.127,13186.392,14210.828,NA,14402.448,15792.681,14432.751,13859.2,14067.114,NA,NA,NA,15352.008,NA,12799.481,14069.122,14059.697
05027514,1,D,87,T,NA,A,0,D,1,D,0,D,0,D,0,D,2,D,2,D,1,04,D,2,D,8,D,13,D,NA,A,1,D,8,D,0,D,28427,D,0,D,26910.21,0,D,0,D,0,D,28427,D,0,D,0,D,0,D,NA,A,NA,A,0.2853127,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,1,01,D,02,2023,NA,A,1,D,4,2000,D,3,D,2,D,NA,A,1,2,D,1,D,NA,A,54014.93,56194.58,NA,NA,55026.226,51181.01,56764.514,NA,50754.806,57001.537,50784.645,50230.467,49165.449,NA,NA,NA,54511.791,NA,52715.668,50760.25,51926.096,NA,NA,NA,NA,NA,53646.167,NA
05027524,1,D,72,D,73,D,1,D,2,D,0,D,3,D,0,D,2,D,4,D,1,01,D,1,D,6,D,15,D,15,D,6,D,5,D,0,D,68876,D,0,D,20669.384,1301,D,0,D,0,D,51876,D,17000,D,0,D,1,D,NA,A,15,D,0.5531655,D,1,D,NA,A,NA,A,1,D,0,D,50,D,NA,A,NA,A,1,D,2,D,0,D,3,D,NA,A,10,D,NA,A,3,D,2,D,2,02,D,02,2023,1,D,1,D,3,3000,D,9,D,2,D,1,D,1,2,D,3,D,NA,A,NA,NA,NA,NA,56313.898,48346.449,36213.588,38298.113,53736.419,NA,37275.341,33053.288,54071.086,NA,NA,39234.814,NA,30032.861,NA,NA,34517.845,67394.797,NA,36922.712,52917.849,NA,30675.744,NA
05027534,1,D,33,D,40,D,1,D,1,D,2,D,1,D,0,D,1,D,3,D,1,01,D,2,D,2,D,14,D,11,D,5,D,3,D,0,D,113024,D,250,D,43895.742,14430,D,0,D,0,D,0,D,60624,D,0,D,0,D,40,D,35,D,0.7438016,D,NA,A,NA,A,1,D,5,D,51,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,04,D,12,D,NA,A,3,D,0,D,2,02,D,02,2023,1,D,1,D,1,1600,D,5,D,2,D,1,D,1,2,D,2,D,NA,A,98167.753,NA,80107.827,NA,94655.516,80503.533,NA,NA,71861.272,NA,NA,86015.703,NA,77771.326,NA,NA,98763.748,84683.708,80507.146,NA,100839.798,94077.108,103738.931,94701.641,100535.701,NA,NA,NA
05027544,1,D,26,D,NA,A,1,D,1,D,0,D,0,D,0,D,1,D,1,D,1,08,D,4,D,4,D,15,D,NA,A,2,D,9,D,0,D,175000,D,0,D,28546.179,13388,D,0,D,0,D,0,D,175000,D,0,D,0,D,40,D,NA,A,0.8804709,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,2,D,0,D,2,D,03,D,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,1,D,4,NA,A,3,D,1,D,NA,A,1,2,D,2,D,NA,A,NA,60824.008,NA,52977.565,58479.164,NA,NA,NA,55585.113,NA,NA,NA,NA,NA,51942.541,51860.452,60123.264,NA,54816.783,NA,NA,NA,57641.736,57323.732,58221.014,56536.201,61705.891,NA
05027554,1,D,28,D,28,D,2,D,2,D,0,D,1,D,0,D,2,D,3,D,1,01,D,1,D,3,D,14,D,15,D,5,D,5,D,0,D,85001,D,0,D,35737.144,6503,D,0,D,0,D,0,D,85000,D,0,D,0,D,40,D,36,D,0.64209,D,NA,A,NA,A,5,D,1,D,52,D,52,D,NA,A,NA,A,1,D,4,D,0,D,1,D,10,D,03,D,NA,A,1,D,0,D,3,02,D,02,2023,1,D,1,D,3,2000,D,7,D,1,D,2,D,1,2,D,4,D,NA,A,82208.962,NA,89133.568,67221.325,87993.944,NA,NA,NA,NA,NA,67647.446,NA,NA,NA,57000.636,56357.738,NA,63452.376,NA,69657.88,67669.846,NA,NA,66542.089,NA,NA,75650.733,NA
05027564,1,D,33,D,NA,A,0,D,2,D,1,D,0,D,0,D,2,D,3,D,1,01,D,1,D,4,D,16,D,NA,A,3,D,9,D,11839,D,151290,D,0,D,32701.106,11322,D,0,D,0,D,0,D,148000,D,0,D,0,D,38,D,NA,A,0.8452376,D,NA,A,NA,A,3,D,NA,A,36,D,NA,A,NA,A,NA,A,3,D,2,D,0,D,3,D,02,D,NA,A,3000,D,1,D,0,D,5,01,D,02,2023,NA,A,1,D,NA,1200,D,4,D,2,D,NA,A,2,2,D,3,D,NA,A,62730.873,65611.308,NA,NA,61706.823,NA,65907.247,NA,NA,67923.195,71540.963,61462.131,NA,64321.998,68529.845,74721.248,79339.415,67562.986,NA,NA,NA,67133.558,NA,73913.259,70852.959,73362.723,NA,NA
05027584,1,D,33,D,NA,A,1,D,1,D,0,D,0,D,0,D,1,D,4,D,1,01,D,4,D,4,D,13,D,NA,A,2,D,9,D,0,D,204200,D,6000,D,25040.297,27427,T,0,D,0,D,0,D,100000,D,0,D,0,D,30,D,NA,A,0.9155639,D,NA,A,NA,A,5,D,NA,A,46,D,NA,A,NA,A,NA,A,5,D,2,D,0,D,0,D,03,D,NA,A,NA,A,0,D,0,D,2,02,D,02,2023,NA,A,1,D,4,NA,A,7,D,1,D,NA,A,1,2,D,4,D,NA,A,50165.689,51199.261,NA,43276.909,NA,NA,50299.728,46651.349,51137.366,NA,51854.172,47709.221,48400.611,48987.289,48960.682,NA,NA,NA,47293.639,NA,55102.104,51426.118,55032.026,NA,NA,NA,NA,NA
05027654,1,D,71,D,78,D,1,D,1,D,0,D,0,D,0,D,2,D,2,D,1,01,D,2,D,1,D,14,D,15,D,2,D,1,D,0,D,77124,D,0,D,21981.327,64,D,0,D,0,D,49138,D,840,D,0,D,0,D,30,D,NA,A,0.6029804,D,NA,A,1,D,4,D,NA,A,2,D,0,D,NA,A,NA,A,1,D,1,D,0,D,2,D,05,D,NA,A,NA,A,0,D,2,D,4,01,D,02,2023,1,D,1,D,4,2500,D,6,D,2,D,1,D,1,2,D,2,D,NA,A,44588.407,NA,NA,37890.241,NA,44241.527,NA,NA,41937.335,44645.942,40127.435,NA,36497.041,44244.473,44197.834,45922.647,44972.254,NA,NA,NA,40755.142,NA,45934.454,46406.322,40621.15,NA,NA,NA
05027664,1,D,47,D,42,D,2,D,2,D,2,D,0,D,0,D,2,D,3,D,1,02,D,1,D,3,D,15,D,12,D,6,D,4,D,0,D,133000,D,0,D,35240.77,9487,D,0,D,0,D,0,D,124000,D,0,D,1,D,45,D,40,D,0.8001564,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,4,D,0,D,1,D,10,D,01,D,9000,D,3,D,0,D,1,01,D,02,2023,1,D,1,D,3,2800,D,5,D,1,D,2,D,1,2,D,2,D,NA,A,74764.994,80126.95,NA,NA,NA,NA,NA,75971.168,NA,NA,NA,67388.939,82243.326,NA,69481.121,NA,60147.129,54150.944,NA,NA,58529.43,NA,NA,67297.591,NA,73195.9,NA,NA
05027694,1,D,44,D,41,D,1,D,2,D,0,D,2,D,0,D,2,D,4,D,1,01,D,1,D,2,D,16,D,16,D,5,D,5,D,0,D,308050,D,30065,D,22877.653,21714,D,0,D,0,D,0,D,308000,D,0,D,1,D,50,D,50,D,0.9633359,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,03,D,01,D,NA,A,2,D,1,D,1,01,D,02,2023,4,D,1,D,3,3000,D,8,D,1,D,2,D,1,2,D,1,D,NA,A,NA,47863.445,44250.853,41629.899,53517.159,47639.901,NA,39421.118,62654.407,45534.773,NA,NA,54847.944,NA,52595.773,NA,NA,40119.842,46355.899,NA,41882.234,66210.961,NA,46158.956,NA,53753.325,39860.97,NA
05027734,1,D,33,D,34,D,1,D,1,D,0,D,0,D,0,D,3,D,4,D,1,01,D,1,D,2,D,14,D,12,D,2,D,1,D,0,D,133000,D,9000,D,38394.649,10175,D,0,D,0,D,0,D,133000,D,0,D,0,D,40,D,40,D,0.799564,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,2,D,06,D,12,D,NA,A,0,D,0,D,3,02,D,02,2023,1,D,1,D,2,1400,D,9,D,2,D,1,D,1,2,D,3,D,NA,A,NA,93638.835,98354.56,119269.428,NA,63441.323,93176.208,126848.68,NA,NA,81636.956,NA,72096.848,NA,NA,58256.638,126983.525,NA,67255.565,125230.645,NA,74122.675,NA,66590.925,124394.928,NA,NA,NA
05027754,1,D,40,D,36,D,1,D,1,D,2,D,0,D,0,D,2,D,4,D,1,01,D,1,D,2,D,15,D,15,D,4,D,3,D,0,D,235200,D,5370,D,3085.769,17290,D,0,D,0,D,0,D,226000,D,0,D,1,D,40,D,45,D,0.9391552,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,07,D,03,D,NA,A,2,D,0,D,4,02,D,02,2023,1,D,1,D,4,3500,D,7,D,1,D,2,D,1,2,D,2,D,NA,A,NA,NA,5575.202,NA,6184.487,5090.565,NA,NA,NA,6826.044,NA,NA,NA,NA,NA,8034.632,8277.147,6277.889,NA,5462.345,NA,NA,NA,7525.439,7293.295,7054.794,6181.989,6138.652
05027764,1,D,52,D,54,D,1,D,1,D,1,D,0,D,0,D,4,D,4,D,1,01,D,1,D,3,D,15,D,15,D,3,D,3,D,0,D,154000,D,14000,D,42131.437,11781,D,0,D,0,D,0,D,154000,D,0,D,0,D,45,D,40,D,0.8498297,D,NA,A,NA,A,2,D,1,D,52,D,40,D,NA,A,NA,A,1,D,3,D,0,D,2,D,03,D,06,D,NA,A,1,D,0,D,2,01,D,02,2023,1,D,1,D,3,3000,D,10,D,1,D,2,D,1,2,D,4,D,NA,A,NA,NA,NA,NA,108177.797,71870.553,65267.289,66384.756,104237.279,NA,97081.254,104633.661,106848.977,NA,NA,112970.199,NA,82115.197,NA,NA,70099.867,106888.045,NA,74950.8,104787.153,NA,71439.765,NA
05027784,1,D,66,D,68,D,1,D,1,D,0,D,0,D,0,D,1,D,3,D,1,01,D,2,D,5,D,12,D,11,D,2,D,1,D,0,D,21495,D,0,D,23292.443,2050,D,0,D,0,D,5795,D,0,D,0,D,1,D,NA,A,35,D,0.2241978,D,2,D,NA,A,NA,A,5,D,0,D,50,D,NA,A,NA,A,1,D,1,D,0,D,0,D,NA,A,10,D,NA,A,0,D,2,D,3,01,D,02,2023,1,D,1,D,2,2000,D,6,D,2,D,1,D,1,2,D,3,D,NA,A,NA,NA,47994.736,41837.571,41374.244,NA,NA,49755.569,NA,43929.11,NA,NA,40848.69,43413.98,NA,42495.042,43946.939,NA,44562.605,NA,42433.395,47378.837,NA,NA,NA,42615.883,NA,NA
05027804,1,D,41,D,NA,A,0,D,1,D,1,D,0,D,0,D,1,D,2,D,1,08,D,4,D,1,D,13,D,NA,A,2,D,7,D,0,D,55000,D,0,D,23704.003,4208,D,0,D,0,D,0,D,55000,D,0,D,0,D,40,D,NA,A,0.4777947,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,1,D,03,D,NA,A,NA,A,1,D,0,D,3,01,D,02,2023,NA,A,1,D,1,NA,A,6,D,2,D,NA,A,1,2,D,1,D,NA,A,42612.739,NA,NA,48561.627,NA,NA,51220.213,NA,52072.977,NA,NA,50503.605,49834.828,45018.08,NA,50089.26,53530.57,50622.172,42998.587,45977.362,NA,NA,NA,52317.877,NA,46535.586,45529.939,45421.034
05027864,1,D,54,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,2,D,1,01,D,4,D,8,D,12,D,NA,A,1,D,8,D,0,D,22343,D,0,D,7724.441,0,D,0,D,0,D,22067,D,0,D,0,D,0,D,NA,A,NA,A,0.2315938,D,4,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,5,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,1,D,4,NA,A,4,D,2,D,NA,A,1,2,D,1,D,NA,A,NA,15802.283,NA,15773.566,NA,15174.534,16172.494,NA,NA,NA,12769.716,NA,NA,NA,NA,NA,15608.492,18708.505,14282.938,NA,13981.681,NA,NA,NA,15872.215,14243.109,15661.342,14975.801
05027944,1,D,27,D,26,D,1,D,1,D,1,D,0,D,0,D,2,D,3,D,1,01,D,4,D,2,D,12,D,12,D,3,D,3,D,0,D,64500,D,0,D,56815.467,4613,D,0,D,0,D,0,D,60300,D,0,D,0,D,40,D,40,D,0.5316732,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,10,D,10,D,NA,A,1,D,0,D,4,02,D,02,2023,2,D,2,D,3,NA,A,6,D,1,D,2,D,1,2,D,0,D,NA,A,105695.453,NA,109846.513,101418.145,101439.441,95932.695,130550.967,NA,NA,NA,83493.622,NA,103260.587,124060.659,96721.375,NA,NA,NA,NA,NA,120016.042,NA,NA,NA,142290.058,99174.806,NA,94007.3
05028014,1,D,39,D,35,D,1,D,1,D,1,D,0,D,0,D,2,D,3,D,1,01,D,1,D,2,D,13,D,13,D,3,D,5,D,0,D,74211,D,0,D,4113.292,5559,D,0,D,0,D,0,D,72661,D,0,D,0,D,40,D,22,D,0.5830536,D,NA,A,NA,A,1,D,1,D,52,D,40,D,NA,A,NA,A,1,D,2,D,0,D,0,D,07,D,09,D,NA,A,1,D,0,D,4,01,D,02,2023,1,D,6,D,4,2000,D,7,D,1,D,2,D,1,2,D,1,D,NA,A,NA,NA,14328.492,NA,6169.317,10980.525,NA,NA,NA,7307.765,NA,NA,NA,NA,NA,8151.386,7973.819,6053.489,NA,15307.978,NA,NA,NA,7669.515,5863.557,5923.904,11364.249,10636.961
05028024,NA,A,63,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,3,D,1,04,D,4,D,8,D,11,D,NA,A,1,D,8,D,0,D,11175,D,0,D,25369.682,0,D,0,D,0,D,6179,D,0,D,580,D,0,D,NA,A,NA,A,0.146218,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,3,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,0,D,3,01,D,02,2023,NA,A,1,D,1,NA,A,5,D,2,D,NA,A,1,2,D,0,D,1368,D,51856.529,NA,NA,53458.569,NA,NA,55335.594,NA,48858.872,NA,NA,51692.847,46619.721,50334.129,NA,44704.876,51152.088,54585.401,46913.263,48219.684,NA,NA,NA,48579.609,NA,43833.356,49650.74,49919.07
05028074,1,D,41,D,NA,A,2,D,1,D,0,D,2,D,0,D,2,D,3,D,1,01,D,1,D,4,D,15,D,NA,A,5,D,9,D,0,D,43200,D,2080,D,38543.536,3305,D,0,D,0,D,0,D,43200,D,0,D,1,D,37,D,NA,A,0.4047283,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,3,D,2,D,0,D,0,D,03,D,NA,A,NA,A,3,D,0,D,5,01,D,02,2023,NA,A,1,D,3,950,D,5,D,2,D,NA,A,1,2,D,1,D,NA,A,64109.934,102296.314,NA,69199.974,69837.884,66071.432,63094.83,79888.847,NA,NA,NA,115349.95,NA,65064.239,73897.004,110506.116,NA,NA,NA,NA,NA,90546.675,NA,NA,NA,81872.395,91786.524,NA
05028244,1,D,50,D,46,D,2,D,1,D,0,D,1,D,0,D,3,D,3,D,1,01,D,1,D,2,D,15,D,13,D,4,D,5,D,0,D,337500,D,0,D,25786.758,19777,T,0,D,0,D,0,D,150000,D,0,D,0,D,50,D,75,D,0.9661749,D,NA,A,NA,A,5,D,5,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,1,D,03,D,01,D,NA,A,1,D,1,D,1,01,D,02,2023,1,D,1,D,3,7073,T,6,D,1,D,2,D,1,2,D,3,D,NA,A,49258.631,55415.987,NA,NA,NA,NA,NA,48817.547,NA,NA,NA,45945.131,52568.263,NA,53788.304,NA,44388.222,58214.675,NA,NA,44221.834,NA,NA,53245.492,NA,58933.182,NA,NA
05028254,1,D,71,D,71,D,1,D,1,D,0,D,0,D,0,D,2,D,2,D,1,09,D,2,D,8,D,13,D,13,D,2,D,1,D,0,D,38701,D,0,D,22151.987,0,D,0,D,0,D,27731,D,0,D,0,D,0,D,NA,A,NA,A,0.3661189,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,NA,A,1,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,2,D,4,01,D,02,2023,1,D,1,D,4,1112,D,5,D,2,D,1,D,1,2,D,1,D,NA,A,NA,NA,40619.71,40567.39,NA,43607.259,NA,43317.668,47043.189,NA,NA,NA,35834.109,NA,NA,NA,NA,NA,40096.93,40545.375,38890.26,NA,51281.203,NA,NA,NA,42396.53,42989.586
05028274,1,D,77,D,NA,A,1,D,0,D,0,D,0,D,0,D,1,D,3,D,1,01,D,2,D,8,D,13,D,NA,A,1,D,8,D,0,D,31211,D,0,D,29912.42,0,D,0,D,0,D,21179,D,0,D,0,D,1,D,NA,A,NA,A,0.3050659,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,1,D,0,D,0,D,1,D,NA,A,NA,A,NA,A,0,D,1,D,2,01,D,02,2023,NA,A,1,D,3,1102,D,5,D,1,D,NA,A,1,2,D,2,D,NA,A,58957.502,71383.032,66204.187,50391.528,NA,NA,NA,NA,NA,66659.455,NA,NA,NA,56375.277,61472.086,NA,66810.262,NA,56121.586,63175.363,NA,NA,56549.241,NA,NA,65064.295,NA,65682.34
05028284,1,D,66,D,57,D,1,D,1,D,0,D,0,D,0,D,3,D,3,D,1,01,D,1,D,8,D,16,D,13,D,2,D,1,D,0,D,36191,D,0,D,13092.655,0,D,0,D,0,D,36191,D,0,D,0,D,0,D,NA,A,NA,A,0.3513613,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,NA,A,1,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,2,01,D,02,2023,3,D,1,D,3,5000,D,6,D,1,D,2,D,1,2,D,3,D,NA,A,28279.008,27508.643,NA,NA,NA,NA,NA,28665.277,NA,NA,NA,21593.67,23992.092,NA,25158.945,NA,25549.586,24525.542,NA,NA,22900.066,NA,NA,23286.502,NA,24668.101,NA,NA
05028304,1,D,46,D,47,D,2,D,2,D,0,D,1,D,0,D,3,D,4,D,1,01,D,1,D,2,D,15,D,15,D,5,D,5,D,0,D,266139,D,0,D,34222.391,19125,D,0,D,0,D,16139,D,250000,D,0,D,0,D,50,D,45,D,0.9530952,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,03,D,03,D,NA,A,2,D,1,D,1,01,D,02,2023,4,D,6,D,1,3000,D,8,D,1,D,2,D,1,2,D,1,D,NA,A,73205.252,NA,64862.707,74962.98,NA,NA,64451.192,NA,NA,69893.735,NA,68055.43,NA,NA,69341.908,65929.003,67741.84,NA,66956.148,83059.888,72949.02,79559.965,79416.058,NA,NA,NA,63894.555,NA
05028514,1,D,62,D,NA,A,0,D,2,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,4,D,15,D,NA,A,2,D,9,D,0,D,73500,D,0,D,51506.287,5623,D,0,D,0,D,0,D,73500,D,0,D,2,D,40,D,NA,A,0.5795335,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,3,D,2,D,0,D,3,D,03,D,NA,A,NA,A,0,D,0,D,2,01,D,02,2023,NA,A,2,D,3,1600,D,8,D,2,D,NA,A,1,2,D,3,D,NA,A,109253.68,97667.528,NA,NA,NA,88650.819,NA,115537.255,74880.957,88085.063,NA,NA,NA,NA,NA,107375.678,NA,NA,NA,99191.161,81657.2,NA,109501.73,NA,101502.172,87920.107,NA,NA
05028534,1,D,63,D,67,D,2,D,3,D,0,D,0,D,0,D,2,D,3,D,1,01,D,4,D,6,D,15,D,13,D,5,D,4,D,0,D,76863,D,0,D,26876.433,3978,D,0,D,0,D,13163,D,52000,D,900,D,0,D,NA,A,50,D,0.6009964,D,4,D,NA,A,NA,A,1,D,0,D,40,D,NA,A,NA,A,1,D,3,D,0,D,1,D,NA,A,12,D,NA,A,0,D,1,D,2,05,D,02,2023,1,D,1,D,3,NA,A,6,D,2,D,1,D,1,2,D,5,D,NA,A,NA,57603.441,NA,NA,NA,66203.268,46935.064,48903.122,68657.659,41771.48,NA,46376.639,60187.274,45689.169,NA,NA,53870.854,NA,54758.52,NA,NA,79354.465,46400.225,NA,53259.646,63898.417,NA,51791.795
05028554,1,D,48,D,47,D,1,D,1,D,0,D,0,D,0,D,3,D,4,D,1,01,D,1,D,2,D,16,D,16,D,2,D,1,D,0,D,175000,D,500,D,22775.793,13388,D,6667,D,0,D,0,D,175000,D,0,D,0,D,40,D,40,D,0.8797391,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,1,D,01,D,01,D,NA,A,0,D,0,D,1,02,D,02,2023,2,D,2,D,4,3000,D,10,D,2,D,1,D,1,2,D,2,D,NA,A,NA,NA,26626.999,26626.999,NA,NA,NA,67639.702,NA,NA,NA,NA,NA,33823.55,39008.537,66914.296,NA,47234.83,NA,NA,NA,34220.225,45854.008,74887.01,47293.21,36939.472,NA,37508.537
05028574,1,D,77,D,NA,A,1,D,0,D,0,D,0,D,0,D,3,D,4,D,2,01,D,2,D,8,D,13,D,NA,A,1,D,8,D,0,D,71235,D,0,D,28786.098,0,D,0,D,0,D,36935,D,0,D,0,D,0,D,NA,A,NA,A,0.5698045,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,2,D,NA,A,NA,A,NA,A,0,D,1,D,4,01,D,02,2023,NA,A,1,D,3,2583,D,8,D,1,D,NA,A,2,2,D,6,D,NA,A,NA,56628.959,NA,NA,NA,NA,NA,58221.285,61173.133,64813.46,NA,51556.444,NA,NA,NA,55048.128,62063.302,67874.461,61924.591,57414.563,NA,57436.653,66930.991,60671.65,NA,NA,54358.8,NA
05028584,1,D,64,D,67,D,1,D,2,D,0,D,0,D,0,D,2,D,3,D,1,01,D,2,D,8,D,15,D,13,D,3,D,5,D,0,D,126364,D,0,D,12986.235,0,D,0,D,0,D,38446,D,0,D,0,D,0,D,NA,A,NA,A,0.7823073,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,NA,A,1,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,2,D,4,01,D,02,2023,1,D,1,D,4,2000,D,6,D,2,D,1,D,1,2,D,4,D,NA,A,NA,NA,23542.454,23180.63,NA,27364.92,NA,23699.105,22931.478,NA,NA,NA,20201.49,NA,NA,NA,NA,NA,23046.808,21071.548,23928.73,NA,24291.883,NA,NA,NA,24802.457,26589.368
05028594,1,D,34,D,35,D,1,D,1,D,0,D,0,D,1,D,3,D,3,D,1,01,D,1,D,2,D,16,D,16,D,3,D,2,D,0,D,184000,D,0,D,33431.141,14076,D,0,D,0,D,0,D,184000,D,0,D,1,D,40,D,40,D,0.8914657,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,50,D,1,D,2,D,50,D,1,D,03,D,01,D,NA,A,1,D,0,D,2,02,D,02,2023,4,D,4,D,3,2493,D,4,D,2,D,1,D,1,2,D,2,D,NA,A,66902.932,66732.083,67865.806,58747.748,NA,NA,NA,NA,NA,66589.572,NA,NA,NA,61443.248,67554.856,NA,73829.154,NA,67735.978,63810.942,NA,NA,62672.9,NA,NA,74710.71,NA,65293.199
